Dataset,D,Method,Gamma,Clusters,Gap,Train_Errors,Test_Errors,Time,Iterations
seeds,2,Heuristic (FhS),0.4,67,0.0,10,3,7.872423887252808,4
seeds,2,Heuristic (FhS),0.6,100,0.0,10,3,24.526931047439575,4
seeds,2,Heuristic (FhS),0.8,134,0.0,10,2,32.88490009307861,2
seeds,2,Heuristic (FhS) with shifts,0.0,3,0.0,10,2,4.388678073883057,9
seeds,2,Heuristic (FhS) with shifts,0.2,33,0.0,10,3,7.955589056015015,8
seeds,2,Heuristic (FhS) with shifts,0.4,67,0.0,10,3,7.911336898803711,4
seeds,2,Heuristic (FhS) with shifts,0.6,100,0.0,10,3,23.923754930496216,4
seeds,2,Heuristic (FhS) with shifts,0.8,134,0.0,10,2,33.835625886917114,2
seeds,2,Exact (FeS),0.0,3,0.0,10,3,119.87764406204224,11
seeds,2,Exact (FeS),0.2,33,0.0,10,2,70.17978096008301,7
seeds,2,Exact (FeS),0.4,67,0.0,10,2,32.306148052215576,3
seeds,2,Exact (FeS),0.6,100,0.0,10,3,64.91230583190918,3
seeds,2,Exact (FeS),0.8,134,0.0,10,3,58.4641900062561,2
seeds,3,Univariate,0.0,3,0.0,62,23,0.03313398361206055,1
seeds,3,Univariate,0.2,33,0.0,30,9,5.590552806854248,1
seeds,3,Univariate,0.4,67,0.0,6,3,13.67699408531189,1
seeds,3,Univariate,0.6,100,3.6892470319050465,6,2,120.03839993476868,1
seeds,3,Univariate,0.8,134,2.4390229030348154,4,2,120.11453604698181,1
seeds,3,Univariate,1.0,168,4.347823386445102,7,4,120.0502860546112,1
seeds,3,Heuristic (FhS),0.0,3,NaN,11,2,120.00770902633667,14
seeds,3,Heuristic (FhS),0.2,33,NaN,12,3,120.0172929763794,13
seeds,3,Heuristic (FhS),0.4,67,NaN,12,3,120.0092499256134,8
seeds,3,Heuristic (FhS),0.6,100,1.8181807162541113,7,1,120.06042313575745,1
seeds,3,Heuristic (FhS),0.8,134,4.999996875001953,8,2,120.0826210975647,1
seeds,3,Heuristic (FhS) with shifts,0.0,3,NaN,11,2,120.01131010055542,9
seeds,3,Heuristic (FhS) with shifts,0.2,33,NaN,12,3,120.01583099365234,8
seeds,3,Heuristic (FhS) with shifts,0.4,67,1.8181807162541113,0,0,120.52440404891968,2
seeds,3,Heuristic (FhS) with shifts,0.6,100,1.8181807162541113,0,0,120.06536293029785,1
seeds,3,Heuristic (FhS) with shifts,0.8,134,4.999996875001953,8,2,120.06907510757446,1
seeds,3,Exact (FeS),0.0,3,1.2048185513141256,13,3,120.15467810630798,5
seeds,3,Exact (FeS),0.2,33,1.2048185513141256,10,4,120.28676295280457,4
seeds,3,Exact (FeS),0.4,67,0.598802036645487,22,3,120.0514600276947,1
seeds,3,Exact (FeS),0.6,100,2.4390229030348154,9,2,120.07051706314087,1
seeds,3,Exact (FeS),0.8,134,5.660373798507045,10,4,120.16580390930176,1
seeds,4,Univariate,0.0,3,0.0,62,23,0.13185405731201172,1
seeds,4,Univariate,0.2,33,0.0,28,6,8.665445804595947,1
seeds,4,Univariate,0.4,67,1.4282985658812666,4,3,120.03994488716125,1
seeds,4,Univariate,0.6,100,2.4390229030348154,5,4,120.0899088382721,1
