Dataset,D,Method,Gamma,Clusters,Gap,Train_Errors,Test_Errors,Time
iris,4,Multivariate,0.8,96,0.0,82,18,3.5901660919189453
iris,4,Multivariate,1.0,120,0.0,82,18,7.106007099151611
seeds,2,Univariate,0.0,3,0.0,55,19,0.02350616455078125
seeds,2,Univariate,0.2,33,0.0,22,5,0.29030299186706543
seeds,2,Univariate,0.4,67,0.0,15,3,0.6728010177612305
seeds,2,Univariate,0.6,100,0.0,12,2,2.871371030807495
seeds,2,Univariate,0.8,134,0.0,11,3,9.159987926483154
seeds,2,Univariate,1.0,168,0.0,10,2,18.177380800247192
seeds,2,Multivariate,0.0,3,0.0,112,28,0.11295199394226074
seeds,2,Multivariate,0.2,33,0.0,112,28,0.52134108543396
seeds,2,Multivariate,0.4,67,0.0,115,25,0.2666130065917969
seeds,2,Multivariate,0.6,100,0.0,115,25,0.8927409648895264
seeds,2,Multivariate,0.8,134,0.0,115,25,0.5719339847564697
seeds,2,Multivariate,1.0,168,0.0,109,31,0.9103219509124756
seeds,3,Univariate,0.0,3,0.0,62,23,0.02464914321899414
seeds,3,Univariate,0.2,33,0.0,30,9,4.804584980010986
seeds,3,Univariate,0.4,67,0.0,6,3,11.401155948638916
seeds,3,Univariate,0.6,100,2.319201772362141,5,2,120.0691499710083
seeds,3,Univariate,0.8,134,2.4390229030348154,4,2,120.04641199111938
seeds,3,Univariate,1.0,168,4.347823386445102,7,4,120.05801701545715
seeds,3,Multivariate,0.0,3,0.0,112,28,0.2100210189819336
seeds,3,Multivariate,0.2,33,0.0,109,31,0.5287661552429199
seeds,3,Multivariate,0.4,67,0.0,115,25,1.7224071025848389
seeds,3,Multivariate,0.6,100,0.0,115,25,1.550218105316162
seeds,3,Multivariate,0.8,134,0.0,115,25,2.4747300148010254
seeds,3,Multivariate,1.0,168,0.0,109,31,5.168758153915405
seeds,4,Univariate,0.0,3,0.0,62,23,0.030061006546020508
seeds,4,Univariate,0.2,33,0.0,28,6,7.938512086868286
seeds,4,Univariate,0.4,67,0.880045454029038,4,3,120.0459840297699
seeds,4,Univariate,0.6,100,2.4390229030348154,5,4,120.07110500335693
seeds,4,Univariate,0.8,134,7.692302761344384,12,3,120.34340691566467
seeds,4,Univariate,1.0,168,3.0674827806854106,5,4,120.13683104515076
seeds,4,Multivariate,0.0,3,0.0,112,28,0.9818048477172852
seeds,4,Multivariate,0.2,33,0.0,115,25,1.5128569602966309
seeds,4,Multivariate,0.4,67,0.0,109,31,1.9071910381317139
seeds,4,Multivariate,0.6,100,0.0,112,28,4.381071090698242
seeds,4,Multivariate,0.8,134,0.0,109,31,11.084096193313599
seeds,4,Multivariate,1.0,168,0.0,115,25,33.18781089782715
wine,2,Univariate,0.0,3,0.0,57,15,0.02127385139465332
wine,2,Univariate,0.2,28,0.0,19,8,0.29688501358032227
wine,2,Univariate,0.4,56,0.0,8,3,0.5271079540252686
wine,2,Univariate,0.6,85,0.0,5,2,5.2402849197387695
wine,2,Univariate,0.8,113,0.0,6,2,15.538607835769653
wine,2,Univariate,1.0,142,0.0,5,2,27.602824926376343
wine,2,Multivariate,0.0,3,0.0,86,21,0.04268217086791992
wine,2,Multivariate,0.2,28,0.0,102,28,0.06216001510620117
wine,2,Multivariate,0.4,56,0.0,102,28,0.07668709754943848
wine,2,Multivariate,0.6,85,0.0,96,23,0.1031959056854248
wine,2,Multivariate,0.8,113,0.0,86,21,0.325747013092041
wine,2,Multivariate,1.0,142,0.0,102,28,0.3536520004272461
wine,3,Univariate,0.0,3,0.0,57,15,0.03471112251281738
wine,3,Univariate,0.2,28,0.0,27,10,2.602360963821411
wine,3,Univariate,0.4,56,0.0,2,3,9.885057926177979
wine,3,Univariate,0.6,85,0.0,2,1,17.666574954986572
wine,3,Univariate,0.8,113,0.0,0,4,68.48544692993164
wine,3,Univariate,1.0,142,0.0,0,3,106.98100399971008
wine,3,Multivariate,0.0,3,0.0,86,21,0.09393811225891113
wine,3,Multivariate,0.2,28,0.0,96,23,0.8192689418792725
wine,3,Multivariate,0.4,56,0.0,102,28,0.6302669048309326
wine,3,Multivariate,0.6,85,0.0,102,28,0.929969072341919
wine,3,Multivariate,0.8,113,0.0,102,28,1.354452133178711
wine,3,Multivariate,1.0,142,0.0,86,21,1.572545051574707
wine,4,Univariate,0.0,3,0.0,58,15,0.04764699935913086
wine,4,Univariate,0.2,28,0.0,10,7,6.691275119781494
wine,4,Univariate,0.4,56,0.0,2,2,38.349026918411255
wine,4,Univariate,0.6,85,0.0,0,2,41.47391986846924
wine,4,Univariate,0.8,113,0.0,0,2,75.63920593261719
wine,4,Univariate,1.0,142,4.4117614619401015,6,4,120.09964895248413
wine,4,Multivariate,0.0,3,0.0,96,23,0.205672025680542
wine,4,Multivariate,0.2,28,0.0,96,23,1.6631970405578613
wine,4,Multivariate,0.4,56,0.0,102,28,2.3851821422576904
wine,4,Multivariate,0.6,85,0.0,102,28,3.5246620178222656
wine,4,Multivariate,0.8,113,0.0,96,23,3.0338048934936523
wine,4,Multivariate,1.0,142,0.0,86,21,4.490400075912476
breast_cancer_,2,Univariate,0.0,2,0.0,173,45,0.04107809066772461
breast_cancer_,2,Univariate,0.2,91,0.0,26,7,6.800293922424316
breast_cancer_,2,Univariate,0.4,182,0.0,21,7,27.51314401626587
breast_cancer_,2,Univariate,0.6,273,3.417100568567076,22,5,120.04733800888062
breast_cancer_,2,Univariate,0.8,364,4.051864518353072,18,5,120.05958104133606
breast_cancer_,2,Univariate,1.0,455,4.1189921924503,18,6,120.07517290115356
breast_cancer_,2,Multivariate,0.0,2,0.0,169,43,0.22055411338806152
breast_cancer_,2,Multivariate,0.2,91,0.0,169,43,0.380601167678833
breast_cancer_,2,Multivariate,0.4,182,0.0,169,43,0.4830319881439209
breast_cancer_,2,Multivariate,0.6,273,0.0,286,71,1.2259790897369385
breast_cancer_,2,Multivariate,0.8,364,0.0,169,43,2.718261957168579
breast_cancer_,2,Multivariate,1.0,455,0.0,286,71,8.310519933700562
breast_cancer_,3,Univariate,0.0,2,0.0,356,90,0.033516883850097656
breast_cancer_,3,Univariate,0.2,91,0.0,25,11,47.59820079803467
breast_cancer_,3,Univariate,0.4,182,15.176684778947978,25,7,120.08244180679321
breast_cancer_,3,Univariate,0.6,273,5.08083023537408,21,11,120.09548091888428
breast_cancer_,3,Univariate,0.8,364,6.807510139082128,22,8,120.15114903450012
breast_cancer_,3,Univariate,1.0,455,5.324072841649805,23,14,120.1756100654602
breast_cancer_,3,Multivariate,0.0,2,0.0,286,71,0.6378259658813477
breast_cancer_,3,Multivariate,0.2,91,0.0,169,43,0.8566629886627197
breast_cancer_,3,Multivariate,0.4,182,0.0,169,43,12.006183862686157
breast_cancer_,3,Multivariate,0.6,273,0.0,169,43,5.658431053161621
breast_cancer_,3,Multivariate,0.8,364,0.0,286,71,1.257478952407837
breast_cancer_,3,Multivariate,1.0,455,0.0,286,71,15.941619873046875
breast_cancer_,4,Univariate,0.0,2,0.0,287,76,0.04769492149353027
breast_cancer_,4,Univariate,0.2,91,32.26743248039754,34,13,120.08273696899414
breast_cancer_,4,Univariate,0.4,182,17.875643037398177,32,9,120.12275981903076
breast_cancer_,4,Univariate,0.6,273,7.058821868512502,27,9,120.32719302177429
breast_cancer_,4,Univariate,0.8,364,5.08083023537408,21,7,120.226154088974
breast_cancer_,4,Univariate,1.0,455,7.058821868512502,27,11,120.58080387115479
breast_cancer_,4,Multivariate,0.0,2,0.0,169,43,1.6444780826568604
breast_cancer_,4,Multivariate,0.2,91,0.0,169,43,1.6675310134887695
breast_cancer_,4,Multivariate,0.4,182,0.0,286,71,37.597695112228394
breast_cancer_,4,Multivariate,0.6,273,0.0,286,71,42.56359004974365
breast_cancer_,4,Multivariate,0.8,364,0.0,169,43,46.71349000930786
breast_cancer_,4,Multivariate,1.0,455,0.0,286,71,77.92383289337158
ecoli_,2,Univariate,0.0,8,0.0,154,33,0.04885697364807129
ecoli_,2,Univariate,0.2,53,0.0,67,20,0.7483258247375488
ecoli_,2,Univariate,0.4,107,0.0,50,16,2.0252251625061035
ecoli_,2,Univariate,0.6,160,0.0,48,15,4.712229013442993
ecoli_,2,Univariate,0.8,214,0.0,47,15,7.025611877441406
ecoli_,2,Univariate,1.0,268,0.0,47,15,87.63148498535156
ecoli_,2,Multivariate,0.0,8,0.0,254,62,0.20507097244262695
ecoli_,2,Multivariate,0.2,53,0.0,254,62,1.877608060836792
ecoli_,2,Multivariate,0.4,107,0.0,159,34,16.758102893829346
ecoli_,2,Multivariate,0.6,160,0.0,226,58,90.24200105667114
ecoli_,2,Multivariate,0.8,214,0.0,159,34,82.90124297142029
ecoli_,2,Multivariate,1.0,268,4.129965585707039,159,34,120.04000282287598
ecoli_,3,Univariate,0.0,8,0.0,154,33,0.20743203163146973
ecoli_,3,Univariate,0.2,53,0.0,74,23,19.514857053756714
ecoli_,3,Univariate,0.4,107,0.0,37,12,115.49237704277039
ecoli_,3,Univariate,0.6,160,17.022141134171946,42,14,120.04239392280579
ecoli_,3,Univariate,0.8,214,19.111102617287724,42,11,120.08243203163147
ecoli_,3,Univariate,1.0,268,15.517234690847117,36,12,120.08338785171509
ecoli_,3,Multivariate,0.0,8,0.0,159,34,3.010854959487915
ecoli_,3,Multivariate,0.2,53,3.977499423865686,226,58,120.03538298606873
ecoli_,3,Multivariate,0.4,107,7.661239057461658,159,34,120.03846907615662
ecoli_,3,Multivariate,0.6,160,8.06451287721255,241,60,120.06249904632568
ecoli_,3,Multivariate,0.8,214,10.288061609851189,199,60,120.07322216033936
ecoli_,3,Multivariate,1.0,268,12.133886136449314,199,60,120.10768103599548
ecoli_,4,Univariate,0.0,8,0.0,154,33,0.7040650844573975
ecoli_,4,Univariate,0.2,53,17.58793086033632,59,20,120.0326189994812
ecoli_,4,Univariate,0.4,107,20.72071138706694,44,14,120.08149719238281
ecoli_,4,Univariate,0.6,160,19.642848373728405,44,11,120.08876204490662
ecoli_,4,Univariate,0.8,214,18.58406257342364,40,15,120.10679197311401
ecoli_,4,Univariate,1.0,268,16.01730908341598,36,12,120.43914198875427
ecoli_,4,Multivariate,0.0,8,0.0,241,60,33.15972018241882
ecoli_,4,Multivariate,0.2,53,12.133886136449314,199,60,120.05719208717346
ecoli_,4,Multivariate,0.4,107,8.502020849384271,226,58,120.10376691818237
ecoli_,4,Multivariate,0.6,160,12.605036720572807,241,60,120.09893798828125
ecoli_,4,Multivariate,0.8,214,9.836061542597728,267,67,120.13401818275452
ecoli_,4,Multivariate,1.0,268,7.630519023887942,199,60,120.20461583137512
